plot_id,species,cover,life_form,site_id,date,time,n_forb_flowers,n_grass_flowers,lidar_scanner_height,woody_height,herb_height,bare_ground_cover,rock_cover,herbivore_signs,notes,plot_number,exclosure_id,setup_id,pair_id,cluster_number,cluster_id,in_or_out,plant_richness_plot,plant_richness_cluster,plant_richness_site,woody_richness_plot,woody_richness_cluster,woody_richness_site,forb_richness_plot,forb_richness_cluster,forb_richness_site,graminoid_richness_plot,graminoid_richness_cluster,graminoid_richness_site
knp_roan_out_18,Schmidtia pappophoroides,60,Graminoid,knp_roan_out,27.02.2025,13:27,0,89,94,140,35,20,0,elephant dung,"",18,knp_roan,knp_roan,knp_roan_18,6,knp_roan_out_6,outside,4,7,38,1,1,6,1,2,20,2,4,12
knp_nkuhlu_full_out_3,Spirostachys africana,60,Tree,knp_nkuhlu_full_out,19.02.2025,9:30,0,12,94,400,28.4,30,0,impala and ellie dung in plot,"",3,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_3,1,knp_nkuhlu_full_out_1,outside,11,21,70,4,6,18,6,14,38,1,1,16
pnr_in_3,Trachypogon spicatus,60,Graminoid,pnr_in,13.02.2025,8:48,3,31,95,60,50,0,0,none,"",3,pnr,pnr,pnr_3,1,pnr_in_1,inside,6,9,31,2,3,14,1,3,11,3,4,7
pnr_out_1,Trachypogon spicatus,60,Graminoid,pnr_out,14.02.2025,14:22,4,102,95,60,40.8,15,0,small antelope at plot,sprayed herbicide on parthinium nearish plot (>10m),1,pnr,pnr,pnr_1,1,pnr_out_1,outside,10,17,49,2,3,19,5,8,23,3,6,7
pnr_out_7,Vachellia karroo,60,Tree,pnr_out,14.02.2025,7:51,1,12,91,600,40.2,2,0,antelope dung,"",7,pnr,pnr,pnr_7,3,pnr_out_3,outside,7,18,49,4,7,19,1,9,23,2,2,7
knp_roan_out_15,Digitaria eriantha,55,Graminoid,knp_roan_out,27.02.2025,12:23,7,51,91,120,28,20,0,various tracks,"",15,knp_roan,knp_roan,knp_roan_15,5,knp_roan_out_5,outside,9,17,38,1,1,6,5,12,20,3,4,12
knp_satara_out_18,Digitaria eriantha,55,Graminoid,knp_satara_out,22.02.2025,14:17,0,23,94,0,52,25,0,path,"one ellie around, slowly followed us, thereby walking along all outside plots. ",18,knp_satara,knp_satara,knp_satara_18,6,knp_satara_out_6,outside,4,10,36,,,,1,5,19,3,4,9
knp_nkuhlu_full_out_4,Panicum maximum,55,Graminoid,knp_nkuhlu_full_out,19.02.2025,9:32,19,39,91,100,50,50,0,path,"",4,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_4,2,knp_nkuhlu_full_out_2,outside,13,26,70,6,10,18,5,10,38,2,6,16
knp_satara_out_10,Bothriochloa insculpta,50,Graminoid,knp_satara_out,22.02.2025,12:00,0,21,94,0,47,5,0,kudu close to plot,"",10,knp_satara,knp_satara,knp_satara_10,4,knp_satara_out_4,outside,4,16,36,,,,2,11,19,2,3,9
addo_jack_out_18,Capparis sepiaria,50,Shrub,addo_jack_out,07.02.2025,9:50,0,0,95,188,10.6,60,0,elephant dung,many paths,18,addo_jack,addo_jack,addo_jack_18,6,addo_jack_out_6,outside,12,23,37,8,11,17,3,10,17,1,2,4
knp_satara_in_14,Cenchrus ciliaris,50,Graminoid,knp_satara_in,22.02.2025,15:00,0,38,91,0,50,5,0,none,thick moribund layer,14,knp_satara,knp_satara,knp_satara_14,5,knp_satara_in_5,inside,5,6,30,,,,1,1,11,4,4,6
knp_satara_out_1,Cenchrus ciliaris,50,Graminoid,knp_satara_out,22.02.2025,9:09,2,39,93,0,47,2,0,recent buffalo acticvity,"",1,knp_satara,knp_satara,knp_satara_1,1,knp_satara_out_1,outside,5,13,36,,,,3,7,19,2,5,9
addo_jack_out_13,Chaenostoma campanulatum,50,Forb,addo_jack_out,07.02.2025,11:30,0,0,92,84,13.2,10,0,dung and tracks,"very open, many paths",13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_out_5,outside,13,23,37,8,11,17,5,11,17,,,
addo_jack_out_12,Cynodon dactylon,50,Graminoid,addo_jack_out,07.02.2025,11:55,0,0,95,66,4.6,30,0,dung,"",12,addo_jack,addo_jack,addo_jack_12,4,addo_jack_out_4,outside,11,20,37,4,11,17,4,6,17,3,3,4
pnr_out_5,Dichrostachys cinerea,50,Tree,pnr_out,14.02.2025,15:54,1,25,94,200,68.8,20,0,tracks,"",5,pnr,pnr,pnr_5,2,pnr_out_2,outside,4,8,49,1,3,19,2,4,23,1,1,7
pnr_out_9,Ehretia rigida,50,Shrub,pnr_out,14.02.2025,8:55,19,10,96,280,28.5,25,0,tracks,"",9,pnr,pnr,pnr_9,3,pnr_out_3,outside,13,18,49,4,7,19,7,9,23,2,2,7
addo_n1_full_out_1,Gymnosporia polyacanthus,50,Shrub,addo_nyathi_full_out,03.02.2025,15:45,0,0,94,200,30,40,0,none (but paths),open paths making gaps in vegetation on the big plot,2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_out_1,outside,9,15,45,6,9,18,3,5,25,,,
addo_n2_full_out_3,Hypoestes aristata,50,Forb,addo_nyathi_full_out,04.02.2025,14:10,6,7,94,220,18,5,0,poop and broken trees,lots of paths,10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_out_4,outside,12,19,45,7,10,18,4,8,25,1,1,3
pnr_in_11,Lantana camara,50,Shrub,pnr_in,13.02.2025,12:55,0,46,93,200,21.6,0,0,none,"",11,pnr,pnr,pnr_11,4,pnr_in_4,inside,3,7,31,2,6,14,,,,1,1,7
knp_satara_out_15,Panicum coloratum,50,Graminoid,knp_satara_out,22.02.2025,13:30,0,44,96,0,63,2,0,none,"",15,knp_satara,knp_satara,knp_satara_15,5,knp_satara_out_5,outside,6,12,36,,,,2,5,19,4,5,9
knp_satara_out_6,Panicum coloratum,50,Graminoid,knp_satara_out,22.02.2025,10:56,0,39,93,75,43,10,0,flattened grass,"",6,knp_satara,knp_satara,knp_satara_6,2,knp_satara_out_2,outside,6,15,36,2,5,10,,,,4,6,9
pnr_in_7,Panicum coloratum,50,Graminoid,pnr_in,13.02.2025,10:14,2,6,94,500,20,0,0,none,"",7,pnr,pnr,pnr_7,3,pnr_in_3,inside,7,15,31,3,6,14,2,6,11,2,3,7
pnr_out_7,Panicum deustum,50,Graminoid,pnr_out,14.02.2025,7:51,1,12,91,600,40.2,2,0,antelope dung,"",7,pnr,pnr,pnr_7,3,pnr_out_3,outside,7,18,49,4,7,19,1,9,23,2,2,7
knp_nkuhlu_full_in_12,Panicum maximum,50,Graminoid,knp_nkuhlu_full_in,18.02.2025,12:59,49,28,91,75,55,30,0,none,"",12,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_12,4,knp_nkuhlu_full_in_4,inside,9,22,47,2,7,18,6,11,25,1,4,8
knp_roan_in_3,Panicum maximum,50,Graminoid,knp_roan_in,26.02.2025,9:08,0,28,95,120,77,50,0,none,"",3,knp_roan,knp_roan,knp_roan_3,1,knp_roan_in_1,inside,5,11,40,3,6,14,,,,2,4,11
knp_roan_in_9,Panicum maximum,50,Graminoid,knp_roan_in,26.02.2025,11:15,4,11,93,36,97,40,0,none,"",9,knp_roan,knp_roan,knp_roan_9,3,knp_roan_in_3,inside,6,14,40,1,3,14,3,6,16,2,5,11
knp_satara_in_17,Panicum maximum,50,Graminoid,knp_satara_in,22.02.2025,15:46,1,15,94,0,50,0,0,none,moribund layer,17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_in_6,inside,5,12,30,,,,2,4,11,3,4,6
knp_satara_in_4,Panicum maximum,50,Graminoid,knp_satara_in,20.02.2025,11:35,0,61,93,22,55,15,0,none,"",4,knp_satara,knp_satara,knp_satara_4,2,knp_satara_in_2,inside,5,10,30,1,4,14,2,3,11,2,3,6
pnr_out_17,Panicum maximum,50,Graminoid,pnr_out,14.02.2025,12:46,0,56,94,80,59,5,0,flattened grass,"",17,pnr,pnr,pnr_17,6,pnr_out_6,outside,8,17,49,3,5,19,4,9,23,1,3,7
addo_jack_in_12,Portulacaria afra,50,Shrub,addo_jack_in,06.02.2025,13:45,0,0,97,188,7,80,0,none,Dense veg,12,addo_jack,addo_jack,addo_jack_12,4,addo_jack_in_4,inside,11,20,38,9,15,22,2,4,19,,,
addo_jack_in_16,Portulacaria afra,50,Shrub,addo_jack_in,07.02.2025,8:45,0,0,91,176,8,90,0,none,Relatively dense but some open spots in veg,16,addo_jack,addo_jack,addo_jack_16,6,addo_jack_in_6,inside,10,16,38,8,12,22,2,5,19,,,
addo_jack_in_8,Portulacaria afra,50,Shrub,addo_jack_in,06.02.2025,11:25,0,0,93,262,17.3,95,0,none,Very little space under canopy. Some buck dung in the surroundings,8,addo_jack,addo_jack,addo_jack_8,3,addo_jack_in_3,inside,12,19,38,8,12,22,4,7,19,,,
addo_n1_full_in_4,Portulacaria afra,50,Shrub,addo_nyathi_full_in,03.02.2025,12:35,1,0,92,340,25,95,0,elephant dung,"",5,addo_n1,addo_nyathi_full,addo_n1_4,2,addo_nyathi_full_in_2,inside,11,15,47,8,10,21,3,5,25,,,
addo_n1_full_out_5,Portulacaria afra,50,Shrub,addo_nyathi_full_out,03.02.2025,13:55,4,0,93,241,39,10,0,paths and elephant dung,open paths making gaps in vegetation on the big plot,6,addo_n1,addo_nyathi_full,addo_n1_5,2,addo_nyathi_full_out_2,outside,12,19,45,5,10,18,6,8,25,1,1,3
addo_n2_full_out_3,Portulacaria afra,50,Shrub,addo_nyathi_full_out,04.02.2025,14:10,6,7,94,220,18,5,0,poop and broken trees,lots of paths,10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_out_4,outside,12,19,45,7,10,18,4,8,25,1,1,3
addo_n3_full_in_0,Portulacaria afra,50,Tree,addo_nyathi_full_in,10.02.2025,8:50,1,0,90,224,4,90,0,no,"",13,addo_n3,addo_nyathi_full,addo_n3_0,5,addo_nyathi_full_in_5,inside,9,20,47,8,12,21,1,7,25,,,
addo_n3_full_in_5,Portulacaria afra,50,Shrub,addo_nyathi_full_in,05.02.2025,10:55,0,0,92,164,12,60,0,none,"",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_in_6,inside,8,19,47,5,8,21,2,10,25,1,1,3
addo_n3_full_out_5,Portulacaria afra,50,Shrub,addo_nyathi_full_out,05.02.2025,11:40,0,0,92,172,10,40,0,dung and tracks,"much more open compared to the inside, lots of poop and paths",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_out_6,outside,12,21,45,5,7,18,6,11,25,1,3,3
knp_roan_out_7,Schmidtia pappophoroides,50,Graminoid,knp_roan_out,27.02.2025,9:52,34,62,92,0,23,15,0,zebra dung,"",7,knp_roan,knp_roan,knp_roan_7,3,knp_roan_out_3,outside,3,9,38,,,,1,3,20,2,4,12
knp_nkuhlu_full_out_2,Spirostachys africana,50,Tree,knp_nkuhlu_full_out,19.02.2025,9:06,26,14,95,400,25,80,0,some paths,"",2,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_2,1,knp_nkuhlu_full_out_1,outside,11,21,70,3,6,18,7,14,38,1,1,16
knp_satara_in_2,Themeda triandra,50,Graminoid,knp_satara_in,20.02.2025,10:48,2,47,92,70,60,0,0,none,"",2,knp_satara,knp_satara,knp_satara_2,1,knp_satara_in_1,inside,9,14,30,2,4,14,4,7,11,3,3,6
knp_roan_out_12,Urochloa mosambicensis,50,Graminoid,knp_roan_out,27.02.2025,11:29,17,29,94,42,49,20,0,various herbivore tracks,"",12,knp_roan,knp_roan,knp_roan_12,4,knp_roan_out_4,outside,10,17,38,1,4,6,6,7,20,3,6,12
knp_nkuhlu_full_in_11,Grewia flavescens,45,Shrub,knp_nkuhlu_full_in,18.02.2025,12:42,5,28,93,160,55,55,0,none,"",11,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_11,4,knp_nkuhlu_full_in_4,inside,9,22,47,2,7,18,5,11,25,2,4,8
knp_nkuhlu_full_in_11,Panicum maximum,45,Graminoid,knp_nkuhlu_full_in,18.02.2025,12:42,5,28,93,160,55,55,0,none,"",11,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_11,4,knp_nkuhlu_full_in_4,inside,9,22,47,2,7,18,5,11,25,2,4,8
knp_satara_out_10,Panicum maximum,45,Graminoid,knp_satara_out,22.02.2025,12:00,0,21,94,0,47,5,0,kudu close to plot,"",10,knp_satara,knp_satara,knp_satara_10,4,knp_satara_out_4,outside,4,16,36,,,,2,11,19,2,3,9
addo_n2_full_in_3,Azima tetracantha,40,Shrub,addo_nyathi_full_in,04.02.2025,10:10,1,0,95,210,13.6,40,0,none,"the thickest thicket ever experienced by addo folks, but open spot nearby ",10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_in_4,inside,15,20,47,7,9,21,6,9,25,2,2,3
addo_jack_in_13,Capparis sepiaria,40,Shrub,addo_jack_in,06.02.2025,14:35,0,0,92,200,3.8,95,0,none,Very dense veg,13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_in_5,inside,11,21,38,9,12,22,2,9,19,,,
addo_jack_in_2,Capparis sepiaria,40,Shrub,addo_jack_in,05.02.2025,15:40,0,0,94,238,15,70,0,none,very thorny! Dense veg,2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_in_1,inside,11,15,38,8,10,22,3,5,19,,,
addo_jack_out_16,Crassula spathulata,40,Forb,addo_jack_out,07.02.2025,10:25,28,0,94,142,16.3,20,0,dung and tracks,lots of open space in veg,16,addo_jack,addo_jack,addo_jack_16,6,addo_jack_out_6,outside,13,23,37,8,11,17,5,10,17,,,
addo_n2_full_out_3,Crassula spathulata,40,Forb,addo_nyathi_full_out,04.02.2025,14:10,6,7,94,220,18,5,0,poop and broken trees,lots of paths,10,addo_n2,addo_nyathi_full,addo_n2_3,4,addo_nyathi_full_out_4,outside,12,19,45,7,10,18,4,8,25,1,1,3
addo_jack_out_10,Cynodon dactylon,40,Graminoid,addo_jack_out,07.02.2025,12:35,0,5,94,123,7,40,0,tracks and dung,very open,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_out_4,outside,11,20,37,8,11,17,2,6,17,1,3,4
knp_nkuhlu_full_out_15,Dichrostachys cinerea,40,Graminoid,knp_nkuhlu_full_out,19.02.2025,14:30,29,44,92,80,21,50,0,path,"",15,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_15,5,knp_nkuhlu_full_out_5,outside,12,27,70,3,6,18,8,17,38,2,6,16
pnr_in_9,Dichrostachys cinerea,40,Shrub,pnr_in,13.02.2025,11:34,0,12,94,390,71,0,0,none,"",9,pnr,pnr,pnr_9,3,pnr_in_3,inside,6,15,31,2,6,14,2,6,11,2,3,7
knp_roan_out_14,Digitaria eriantha,40,Graminoid,knp_roan_out,27.02.2025,12:05,28,33,96,50,56,30,0,elephant tracks,"",14,knp_roan,knp_roan,knp_roan_14,5,knp_roan_out_5,outside,11,17,38,1,1,6,8,12,20,2,4,12
pnr_in_7,Ehretia rigida,40,Shrub,pnr_in,13.02.2025,10:14,2,6,94,500,20,0,0,none,"",7,pnr,pnr,pnr_7,3,pnr_in_3,inside,7,15,31,3,6,14,2,6,11,2,3,7
addo_jack_in_11,Euclea undulata,40,Tree,addo_jack_in,06.02.2025,13:20,0,0,93,180,1.8,98,0,none,Canopy here feels shorter in comparison,11,addo_jack,addo_jack,addo_jack_11,4,addo_jack_in_4,inside,10,20,38,8,15,22,2,4,19,,,
addo_jack_in_2,Euclea undulata,40,Tree,addo_jack_in,05.02.2025,15:40,0,0,94,238,15,70,0,none,very thorny! Dense veg,2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_in_1,inside,11,15,38,8,10,22,3,5,19,,,
addo_jack_out_18,Euclea undulata,40,Tree,addo_jack_out,07.02.2025,9:50,0,0,95,188,10.6,60,0,elephant dung,many paths,18,addo_jack,addo_jack,addo_jack_18,6,addo_jack_out_6,outside,12,23,37,8,11,17,3,10,17,1,2,4
addo_jack_out_2,Euclea undulata,40,Tree,addo_jack_out,07.02.2025,15:25,21,5,93,72,8.8,10,0,dung,"very open, lots of digging signs around",2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_out_1,outside,12,22,37,8,11,17,3,9,17,1,2,4
addo_n1_full_in_5,Euclea undulata,40,Tree,addo_nyathi_full_in,03.02.2025,13:10,0,0,93,260,0,100,0,signs of an elephant digging,no herb cover (100 % tree cover though),6,addo_n1,addo_nyathi_full,addo_n1_5,2,addo_nyathi_full_in_2,inside,7,15,47,7,10,21,,,,,,
knp_satara_in_13,Panicum coloratum,40,Graminoid,knp_satara_in,22.02.2025,14:44,0,29,94,48,52,0,0,none,thick moribund layer,13,knp_satara,knp_satara,knp_satara_13,5,knp_satara_in_5,inside,4,6,30,1,1,14,1,1,11,2,4,6
knp_satara_in_17,Panicum coloratum,40,Graminoid,knp_satara_in,22.02.2025,15:46,1,15,94,0,50,0,0,none,moribund layer,17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_in_6,inside,5,12,30,,,,2,4,11,3,4,6
knp_satara_in_7,Panicum coloratum,40,Graminoid,knp_satara_in,20.02.2025,12:37,2,25,95,112,60,0,0,none,"",7,knp_satara,knp_satara,knp_satara_7,3,knp_satara_in_3,inside,7,12,30,2,4,14,1,3,11,4,5,6
knp_nkuhlu_full_out_10,Panicum maximum,40,Graminoid,knp_nkuhlu_full_out,19.02.2025,12:15,21,40,94,110,60,10,0,elephant dung,"",10,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_10,4,knp_nkuhlu_full_out_4,outside,14,29,70,3,5,18,8,15,38,3,9,16
knp_satara_in_12,Panicum maximum,40,Graminoid,knp_satara_in,20.02.2025,14:06,0,32,94,110,68,20,0,none,"",12,knp_satara,knp_satara,knp_satara_12,4,knp_satara_in_4,inside,6,10,30,3,4,14,2,3,11,1,3,6
pnr_out_15,Panicum maximum,40,Graminoid,pnr_out,14.02.2025,11:46,5,47,91,80,34,5,0,flattened grass,"",15,pnr,pnr,pnr_15,5,pnr_out_5,outside,9,15,49,2,7,19,6,7,23,1,1,7
addo_jack_in_13,Portulacaria afra,40,Shrub,addo_jack_in,06.02.2025,14:35,0,0,92,200,3.8,95,0,none,Very dense veg,13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_in_5,inside,11,21,38,9,12,22,2,9,19,,,
addo_jack_out_17,Portulacaria afra,40,Shrub,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
addo_jack_out_5,Portulacaria afra,40,Shrub,addo_jack_out,07.02.2025,14:30,0,5,94,130,7,60,0,lots of dung,"very open, almost no canopy cover ",5,addo_jack,addo_jack,addo_jack_5,2,addo_jack_out_2,outside,7,16,37,4,8,17,1,6,17,2,2,4
addo_n1_full_in_1,Portulacaria afra,40,Shrub,addo_nyathi_full_in,03.02.2025,10:00,11,1,96,290,21,70,0,elephant dung,"signs of an elephant breaking in the exclosure, thick vegetation at the edges, but ones edges were crossed, moving was more or less possible (only slow and in pain though)",2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_in_1,inside,15,22,47,6,11,21,8,9,25,,,
addo_n2_full_in_1,Portulacaria afra,40,Shrub,addo_nyathi_full_in,04.02.2025,8:40,0,0,93,246,2,98,0,none,the thickest thicket ever experienced by addo folks,8,addo_n2,addo_nyathi_full,addo_n2_1,3,addo_nyathi_full_in_3,inside,10,21,47,9,15,21,1,6,25,,,
addo_jack_in_17,Schotia afra,40,Tree,addo_jack_in,07.02.2025,9:05,0,0,92,240,17.8,90,0,none,Some space under canopy,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_in_6,inside,15,16,38,11,12,22,4,5,19,,,
addo_n1_full_in_1,Schotia afra,40,Tree,addo_nyathi_full_in,03.02.2025,10:00,11,1,96,290,21,70,0,elephant dung,"signs of an elephant breaking in the exclosure, thick vegetation at the edges, but ones edges were crossed, moving was more or less possible (only slow and in pain though)",2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_in_1,inside,15,22,47,6,11,21,8,9,25,,,
pnr_out_17,Senegalia nigrescens,40,Tree,pnr_out,14.02.2025,12:46,0,56,94,80,59,5,0,flattened grass,"",17,pnr,pnr,pnr_17,6,pnr_out_6,outside,8,17,49,3,5,19,4,9,23,1,3,7
knp_satara_out_1,Themeda triandra,40,Graminoid,knp_satara_out,22.02.2025,9:09,2,39,93,0,47,2,0,recent buffalo acticvity,"",1,knp_satara,knp_satara,knp_satara_1,1,knp_satara_out_1,outside,5,13,36,,,,3,7,19,2,5,9
knp_satara_out_15,Themeda triandra,40,Graminoid,knp_satara_out,22.02.2025,13:30,0,44,96,0,63,2,0,none,"",15,knp_satara,knp_satara,knp_satara_15,5,knp_satara_out_5,outside,6,12,36,,,,2,5,19,4,5,9
knp_roan_out_16,Urochloa mosambicensis,40,Graminoid,knp_roan_out,27.02.2025,13:00,3,72,91,100,42,50,0,elephant dung,"",16,knp_roan,knp_roan,knp_roan_16,6,knp_roan_out_6,outside,4,7,38,1,1,6,2,2,20,1,4,12
addo_jack_out_2,Azima tetracantha,35,Shrub,addo_jack_out,07.02.2025,15:25,21,5,93,72,8.8,10,0,dung,"very open, lots of digging signs around",2,addo_jack,addo_jack,addo_jack_2,1,addo_jack_out_1,outside,12,22,37,8,11,17,3,9,17,1,2,4
addo_n1_full_in_4,Capparis sepiaria,35,Shrub,addo_nyathi_full_in,03.02.2025,12:35,1,0,92,340,25,95,0,elephant dung,"",5,addo_n1,addo_nyathi_full,addo_n1_4,2,addo_nyathi_full_in_2,inside,11,15,47,8,10,21,3,5,25,,,
addo_jack_out_16,Euclea undulata,35,Tree,addo_jack_out,07.02.2025,10:25,28,0,94,142,16.3,20,0,dung and tracks,lots of open space in veg,16,addo_jack,addo_jack,addo_jack_16,6,addo_jack_out_6,outside,13,23,37,8,11,17,5,10,17,,,
addo_jack_out_17,Euclea undulata,35,Tree,addo_jack_out,07.02.2025,10:10,1,1,95,166,26,30,0,dung and tracks,many paths and open areas in veg,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_out_6,outside,13,23,37,6,11,17,5,10,17,2,2,4
knp_nkuhlu_full_out_14,Panicum maximum,35,Graminoid,knp_nkuhlu_full_out,19.02.2025,13:59,19,26,92,50,40,40,0,"path, very old buffalo dung","",14,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_14,5,knp_nkuhlu_full_out_5,outside,14,27,70,4,6,18,6,17,38,4,6,16
knp_roan_in_5,Panicum maximum,35,Graminoid,knp_roan_in,26.02.2025,9:49,16,45,92,160,66,40,0,none,"",5,knp_roan,knp_roan,knp_roan_5,2,knp_roan_in_2,inside,12,18,40,4,7,14,5,6,16,3,5,11
addo_jack_out_15,Plumbago auriculata,35,Forb,addo_jack_out,07.02.2025,10:55,1,1,96,147,15,30,0,dung and tracks,dug up trees and pulled off branches - lots of open areas,15,addo_jack,addo_jack,addo_jack_15,5,addo_jack_out_5,outside,16,23,37,8,11,17,7,11,17,1,1,4
addo_jack_in_14,Portulacaria afra,35,Shrub,addo_jack_in,06.02.2025,15:05,0,0,93,198,7.2,90,0,none,"",14,addo_jack,addo_jack,addo_jack_14,5,addo_jack_in_5,inside,13,21,38,9,12,22,3,9,19,1,1,1
addo_n3_full_out_4,Portulacaria afra,35,Shrub,addo_nyathi_full_out,05.02.2025,12:00,18,1,96,198,11.2,10,0,dung,lots of open ground in large plot,17,addo_n3,addo_nyathi_full,addo_n3_4,6,addo_nyathi_full_out_6,outside,11,21,45,4,7,18,6,11,25,1,3,3
knp_roan_out_4,Schmidtia pappophoroides,35,Graminoid,knp_roan_out,27.02.2025,9:08,4,66,94,120,43,40,0,"buffalo tracks, elephant dung","",4,knp_roan,knp_roan,knp_roan_4,2,knp_roan_out_2,outside,5,10,38,2,3,6,1,2,20,2,5,12
knp_roan_out_13,Setaria sphacelata,35,Graminoid,knp_roan_out,27.02.2025,11:47,7,19,94,66,71,60,0,elephant tracks,"",13,knp_roan,knp_roan,knp_roan_13,5,knp_roan_out_5,outside,7,17,38,1,1,6,4,12,20,2,4,12
addo_jack_in_10,Sideroxylon inerme,35,Tree,addo_jack_in,06.02.2025,12:55,0,0,96,292,12.4,90,0,none,Dense veg,10,addo_jack,addo_jack,addo_jack_10,4,addo_jack_in_4,inside,16,20,38,13,15,22,2,4,19,1,1,1
knp_roan_out_5,Urochloa mosambicensis,35,Graminoid,knp_roan_out,27.02.2025,9:22,14,69,94,70,39,10,0,buffalo tracks,"",5,knp_roan,knp_roan,knp_roan_5,2,knp_roan_out_2,outside,7,10,38,1,3,6,1,2,20,5,5,12
addo_n1_full_in_2,Azima tetracantha,30,Shrub,addo_nyathi_full_in,03.02.2025,11:10,0,0,95,220,48,50,0,elephant dung,"",3,addo_n1,addo_nyathi_full,addo_n1_2,1,addo_nyathi_full_in_1,inside,10,22,47,6,11,21,4,9,25,,,
addo_n3_full_out_5,Azima tetracantha,30,Shrub,addo_nyathi_full_out,05.02.2025,11:40,0,0,92,172,10,40,0,dung and tracks,"much more open compared to the inside, lots of poop and paths",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_out_6,outside,12,21,45,5,7,18,6,11,25,1,3,3
pnr_out_7,Barleria elegans,30,Forb,pnr_out,14.02.2025,7:51,1,12,91,600,40.2,2,0,antelope dung,"",7,pnr,pnr,pnr_7,3,pnr_out_3,outside,7,18,49,4,7,19,1,9,23,2,2,7
addo_jack_in_18,Capparis sepiaria,30,Shrub,addo_jack_in,07.02.2025,9:25,0,0,95,264,1.4,95,0,none,More open areas on the plot,18,addo_jack,addo_jack,addo_jack_18,6,addo_jack_in_6,inside,10,16,38,9,12,22,1,5,19,,,
addo_jack_out_15,Capparis sepiaria,30,Shrub,addo_jack_out,07.02.2025,10:55,1,1,96,147,15,30,0,dung and tracks,dug up trees and pulled off branches - lots of open areas,15,addo_jack,addo_jack,addo_jack_15,5,addo_jack_out_5,outside,16,23,37,8,11,17,7,11,17,1,1,4
addo_n1_full_in_1,Capparis sepiaria,30,Shrub,addo_nyathi_full_in,03.02.2025,10:00,11,1,96,290,21,70,0,elephant dung,"signs of an elephant breaking in the exclosure, thick vegetation at the edges, but ones edges were crossed, moving was more or less possible (only slow and in pain though)",2,addo_n1,addo_nyathi_full,addo_n1_1,1,addo_nyathi_full_in_1,inside,15,22,47,6,11,21,8,9,25,,,
knp_satara_out_14,Cenchrus ciliaris,30,Graminoid,knp_satara_out,22.02.2025,13:17,4,52,95,0,60,10,0,kudu,"pushed over, dead Senegalia nigrescens in plot corner",14,knp_satara,knp_satara,knp_satara_14,5,knp_satara_out_5,outside,6,12,36,,,,3,5,19,3,5,9
knp_roan_out_17,Colophospermum mopane,30,Tree,knp_roan_out,27.02.2025,13:15,5,67,96,56,30,30,0,"tree pushed over, elephant tracks","",17,knp_roan,knp_roan,knp_roan_17,6,knp_roan_out_6,outside,5,7,38,1,1,6,1,2,20,3,4,12
knp_satara_out_6,Combretum hereroense,30,Tree,knp_satara_out,22.02.2025,10:56,0,39,93,75,43,10,0,flattened grass,"",6,knp_satara,knp_satara,knp_satara_6,2,knp_satara_out_2,outside,6,15,36,2,5,10,,,,4,6,9
pnr_out_10,Cordia monoica,30,Tree,pnr_out,14.02.2025,9:39,0,85,92,270,106,0,0,none,"",10,pnr,pnr,pnr_10,4,pnr_out_4,outside,5,7,49,4,5,19,,,,1,1,7
